index,account_id,lead_owner,company,website,source,source_group,deal_stage,is_won,is_closed,outcome_3class,target_multiclass,stage_ordinal,notes_sentiment,notes_word_count,notes_has_text
21396,1E814e93dDfFA28,Kaylee Frye,Salazar-Allison,http://frazier.net/,Social Media,Social Media,Qualified,0,0,Open,2,2,0.0,3,1
21397,aEb39BBCedD24A2,Sara Campbell,Gross-Snow,http://dunlap.info/,Facebook Ads,Paid Ads,New Lead,0,0,Open,0,0,0.0,6,1
21398,Bad971fea8AF23B,Phillip Hood,Beard PLC,https://www.moran.info/,Trade Show,Events,Closed Lost,0,1,Lost,8,8,0.0536,7,1
21399,23920F6aEEDc2E1,Traci Miranda,Sims-Sutton,http://phelps.info/,Google Ads,Paid Ads,Contacted,0,0,Open,3,3,-0.0595,8,1
21400,BEfcEC4E7b3e52c,Denise Blevins,Flowers-Logan,http://www.short-lawson.net/,Cold Call,Outbound,Re-engagement,0,0,Open,1,1,0.45,5,1
21401,AC6FCcbABceffAf,Kelsey Johnson,Sanford-Hansen,http://www.cisneros-reese.com/,Social Media,Social Media,Closed Won,1,1,Won,7,7,-0.1667,3,1
21402,e57026d2d146cb6,Robert Bean,Jefferson-Melton,http://mcintyre.info/,Trade Show,Events,Closed Lost,0,1,Lost,8,8,0.0,5,1
21403,D68ED0Daa4DcEA5,Gail Hendricks,Glover-Alvarado,https://bernard.org/,Chatbot,Inbound,Qualified,0,0,Open,2,2,0.0,6,1
21404,DFfdbEBdC7bB1b3,Phyllis Salinas,"Johnson, Walker and Washington",https://bryan.biz/,Chatbot,Inbound,On Hold,0,0,Open,6,6,0.0,7,1
21405,dC9DBA0c1B027E6,Heidi Hart,Hernandez Ltd,https://www.page.com/,Other,Other,On Hold,0,0,Open,6,6,-0.0357,7,1
21406,726d773d577F2D4,Courtney Huber,Sosa PLC,http://norman.com/,Webinars,Events,Disqualified,0,1,Lost,9,9,0.2,3,1
21407,E54100CFa6cF506,Jesus Sampson,"Delacruz, Sullivan and Snyder",http://www.greer.com/,Organic Search (SEO),Inbound,New Lead,0,0,Open,0,0,0.4,7,1
21408,bF14E6cC85bc095,Stephen Marsh,"Mckenzie, Berry and Stephens",http://knight-yates.com/,Podcast,Events,Closed Lost,0,1,Lost,8,8,0.0,4,1
21409,7aAE1Ac2fbeA74b,Tristan Mueller,Chase-Bell,https://moreno-callahan.com/,Networking Event,Events,Negotiation,0,0,Open,5,5,0.2143,5,1
21410,41dd8eb6432931f,Sandra Rojas,"Russo, Peterson and Schmitt",https://bolton-macias.com/,LinkedIn Outreach,Outbound,Disqualified,0,1,Lost,9,9,0.25,5,1
21411,Fe7F73b94Ac8Abc,Isabel Chan,Knapp Inc,https://www.russell.com/,Podcast,Events,Negotiation,0,0,Open,5,5,0.8,4,1
21412,bF3F9f010ACaeFD,Olivia Allison,"Fletcher, Boyd and Huang",http://www.morrow.info/,Purchased List,Outbound,Closed Lost,0,1,Lost,8,8,0.0,7,1
21413,2cF9c0cd1b79BC9,Mikayla Love,Boyer-Ware,https://www.chavez-miranda.info/,Direct Traffic,Inbound,Closed Lost,0,1,Lost,8,8,0.2857,4,1
21414,b6bcbDDcec0e4EB,Tim Wang,"Robbins, Park and Mcknight",http://bean.com/,Podcast,Events,Negotiation,0,0,Open,5,5,0.0,8,1
21415,0A2cdCB7f21EdAA,John Shelton,Armstrong Ltd,http://sweeney-nielsen.net/,Retargeting Ads,Paid Ads,Negotiation,0,0,Open,5,5,0.0,5,1
21416,67F04fC8f2aDDcB,Sheri Pham,"Palmer, Calderon and Farley",http://mccann.com/,Webinars,Events,Closed Lost,0,1,Lost,8,8,0.5,3,1
21417,FFF7C8e89eAa48b,Amy Shannon,Gay Group,http://www.rowland-cruz.net/,Google Ads,Paid Ads,Closed Won,1,1,Won,7,7,0.25,3,1
21418,7b113dE18bbCB64,Erin Esparza,"Burgess, Harrison and Stein",https://www.wolf.com/,Networking Event,Events,Disqualified,0,1,Lost,9,9,-0.25,6,1
21419,6BBE91b3cECB6F3,Joan York,Contreras-Walsh,https://www.oneill.net/,Purchased List,Outbound,On Hold,0,0,Open,6,6,0.0,4,1
21420,4CF57D5ba96ff91,Nicolas Riley,"Rosales, Novak and Pham",http://www.carney.com/,Facebook Ads,Paid Ads,Qualified,0,0,Open,2,2,0.0,3,1
21421,9fCD782EeEC88a3,Walter Hood,"Brennan, Sandoval and Frederick",http://carney-odonnell.com/,Content Marketing,Inbound,On Hold,0,0,Open,6,6,0.2,4,1
21422,91701029DEC4eB6,Judith Arroyo,Neal LLC,https://serrano.org/,Cold Call,Outbound,Contacted,0,0,Open,3,3,0.0,7,1
21423,d138b3eac815f6c,Aimee Ryan,Armstrong-Savage,http://ray.com/,Facebook Ads,Paid Ads,Closed Won,1,1,Won,7,7,0.1,7,1
21424,eE23d0E6aD7aCB1,Hannah Sheppard,Schmidt and Sons,http://www.wolf.com/,Website Form,Inbound,Closed Lost,0,1,Lost,8,8,0.0,7,1
21425,f68228fAF3A4874,Alexis Campbell,"Turner, Silva and Stephens",https://meyers.org/,Facebook Ads,Paid Ads,Disqualified,0,1,Lost,9,9,0.0,4,1
21426,EB3e7bA8FAC138a,Marilyn Krause,"Glenn, Avila and Gallagher",https://roy.net/,Chatbot,Inbound,Contacted,0,0,Open,3,3,0.0,6,1
21427,D4db7CF16a33D5F,Gloria Hays,Giles-Leblanc,https://hoover.net/,Retargeting Ads,Paid Ads,Negotiation,0,0,Open,5,5,0.0,5,1
21428,eF3d7aF5b47C930,Angela Hendrix,"Colon, Prince and Knight",http://www.zamora.com/,Content Marketing,Inbound,Qualified,0,0,Open,2,2,0.0,6,1
21429,e1eE9C92CfAE67B,Sharon Yoder,Zhang-David,http://barr.info/,Chatbot,Inbound,Proposal Sent,0,0,Open,4,4,0.1167,7,1
21430,E02b03afFBFAe59,Autumn Logan,Strickland Inc,http://werner.com/,Social Media,Social Media,New Lead,0,0,Open,0,0,-0.1,4,1
21431,EBbF49bCD64b2Ae,Cristian Stout,Randall PLC,https://cherry-mckay.net/,Purchased List,Outbound,Disqualified,0,1,Lost,9,9,0.0,7,1
21432,a76d8087d3E644F,Shirley Grimes,Pearson Ltd,https://www.middleton-david.info/,Social Media,Social Media,Closed Lost,0,1,Lost,8,8,0.25,6,1
21433,9aE67F2e02fFcea,Meredith Coffey,Mclaughlin PLC,https://mercado.com/,Webinars,Events,Disqualified,0,1,Lost,9,9,0.0,5,1
21434,0FC9bEcCc9Eb6AA,Michele Hunt,"Mcfarland, Moreno and Parrish",http://www.peters.net/,Cold Call,Outbound,Closed Won,1,1,Won,7,7,0.075,6,1
21435,37F1C56dbc122d3,Phillip Delgado,Hensley Inc,http://www.roberts.com/,Networking Event,Events,Proposal Sent,0,0,Open,4,4,0.0,5,1
21436,77E8AEEfBa7FE6B,George Meyers,Atkinson Group,https://www.carey.org/,Website Form,Inbound,Closed Lost,0,1,Lost,8,8,0.0,7,1
21437,Cb9E5594F2FE606,Yvonne James,"Blackburn, Cain and Donovan",http://silva-valentine.com/,Facebook Ads,Paid Ads,Negotiation,0,0,Open,5,5,-0.1667,7,1
21438,e7ca5cAAb54FA6F,Sheryl Logan,Miller-Christensen,http://whitehead-thomas.com/,Chatbot,Inbound,Disqualified,0,1,Lost,9,9,-0.1133,7,1
21439,96fEeCE4e0F2d4d,Pamela Graves,Parker Ltd,https://www.atkinson.com/,Trade Show,Events,On Hold,0,0,Open,6,6,0.4,6,1
21440,7Ef019B1E018e21,Randy Livingston,"Gutierrez, Fry and Hernandez",https://www.harvey.com/,Retargeting Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,0.0833,6,1
21441,DC4Dbcccce530a7,Ellen Richmond,Kirk Ltd,https://jenkins.com/,Partner Program,Referral / Partner,Re-engagement,0,0,Open,1,1,0.0,6,1
21442,bBAC9Ac2441a56F,Timothy Norris,"Fitzgerald, Duncan and Bonilla",https://www.parrish.org/,Trade Show,Events,On Hold,0,0,Open,6,6,0.0,5,1
21443,cCae82Ae04f44B1,Paige Wilcox,Holt and Sons,http://cabrera-simon.com/,Webinars,Events,Qualified,0,0,Open,2,2,0.0,8,1
21444,5dC119DDca1B5aF,Katrina Harmon,Velazquez Ltd,http://www.griffin.org/,Content Marketing,Inbound,Disqualified,0,1,Lost,9,9,0.0,7,1
21445,42E6c3175fbD7eA,Clayton Romero,Holden Ltd,http://ball.biz/,Other,Other,Proposal Sent,0,0,Open,4,4,0.25,7,1
21446,06DB913eb7bAcfB,Jesse Mullen,Sanchez-Dean,https://watts-martinez.com/,Other,Other,New Lead,0,0,Open,0,0,-0.1667,5,1
21447,E28c00f6fe31a6D,Jeremy Mcgee,Lang-Schneider,https://oconnor-watson.com/,Referral,Referral / Partner,Negotiation,0,0,Open,5,5,0.0,6,1
21448,A3197199a2C4b44,Kathleen Richardson,Potts-Powell,http://www.gordon.com/,Direct Traffic,Inbound,Disqualified,0,1,Lost,9,9,0.05,7,1
21449,D7ceb80dfbbaADE,Joyce Valenzuela,Mosley-Oconnell,http://www.wheeler.net/,Retargeting Ads,Paid Ads,Closed Won,1,1,Won,7,7,0.2,6,1
21450,eAceCE74F7aadb7,Stephen Benson,"Townsend, Ortiz and Dillon",https://www.matthews-griffin.com/,Trade Show,Events,Contacted,0,0,Open,3,3,0.0,5,1
21451,FE56Abf58eA8f0F,Jackie Mckinney,Williamson PLC,http://www.dalton.com/,Other,Other,Closed Won,1,1,Won,7,7,0.0,5,1
21452,85EEffEe9fFBFA6,Colleen Dennis,"Roberts, Burns and Randall",https://brennan.biz/,Other,Other,Disqualified,0,1,Lost,9,9,0.0,4,1
21453,50eE1FE8DD2dD1A,Robin Wiggins,"Lindsey, Mason and Edwards",https://anderson.info/,Referral,Referral / Partner,On Hold,0,0,Open,6,6,0.2438,7,1
21454,da7dC3D2f979EA8,Drew Dennis,Chapman Group,https://padilla.org/,Purchased List,Outbound,Closed Won,1,1,Won,7,7,0.175,7,1
21455,fa593CEEe11A033,Eduardo Krueger,"Singleton, Douglas and Mercer",http://mejia-zuniga.com/,Networking Event,Events,Closed Lost,0,1,Lost,8,8,0.0,5,1
21456,a7cc123735f4CB8,Aaron Mason,Mcneil-Ball,https://bender.com/,Other,Other,Negotiation,0,0,Open,5,5,0.0,4,1
21457,6a1A9C386a169C0,Jeff Robertson,"Chen, Kelley and Cooper",http://www.simpson-espinoza.info/,Podcast,Events,Closed Won,1,1,Won,7,7,0.3,4,1
21458,b1A74C3B33B2D46,Frank Sloan,Palmer-Hopkins,http://moore.com/,Retargeting Ads,Paid Ads,Negotiation,0,0,Open,5,5,-0.0833,6,1
21459,E65bE68DFDAE2f4,Dylan Huerta,"Marshall, Medina and Zuniga",https://www.mckenzie.com/,Website Form,Inbound,New Lead,0,0,Open,0,0,0.35,8,1
21460,E481fEb3B5a740f,Mason Schwartz,"Oliver, Casey and Cisneros",https://daugherty.com/,Cold Call,Outbound,Re-engagement,0,0,Open,1,1,0.0,7,1
21461,6FeB1bFF71FceE3,Krista Pittman,Mcintyre Group,http://www.page.net/,Social Media,Social Media,Contacted,0,0,Open,3,3,0.0,7,1
21462,C07D1c161A51b9a,Roy Roach,Hayden LLC,http://www.townsend.com/,Social Media,Social Media,Negotiation,0,0,Open,5,5,0.0333,6,1
21463,7135431BA4d24Bc,Bruce Rubio,Ortega-Cohen,https://petersen.com/,Social Media,Social Media,Re-engagement,0,0,Open,1,1,0.0417,8,1
21464,CE2D26bfaEaEfF7,Tommy Whitehead,Fuentes-Sims,http://simmons-mcintosh.biz/,Webinars,Events,Qualified,0,0,Open,2,2,0.0,8,1
21465,dF2Ee14b2EfFCdC,April Ball,Blankenship-Golden,https://www.branch.org/,Other,Other,Qualified,0,0,Open,2,2,0.0,4,1
21466,A5dE27Db707aAa5,Madeline Monroe,"Warren, Gray and Blackwell",https://www.welch-fuller.com/,Organic Search (SEO),Inbound,Proposal Sent,0,0,Open,4,4,0.0,4,1
21467,5b88DDf27c18B9e,Eugene Newman,Mcmahon PLC,https://gonzalez.com/,Partner Program,Referral / Partner,Disqualified,0,1,Lost,9,9,0.0,8,1
21468,bD4bE985BBed802,Charles Shelton,Nixon-Leach,https://www.cherry.com/,Referral,Referral / Partner,Qualified,0,0,Open,2,2,0.2167,6,1
21469,d33DEDDbdB7EbB7,Alice Stevenson,"Logan, Pearson and Ramirez",https://hebert.info/,Chatbot,Inbound,Closed Lost,0,1,Lost,8,8,0.0,7,1
21470,9B34F8Bd2aa187E,Wesley Browning,Farley LLC,http://cooley-chambers.biz/,Social Media,Social Media,Disqualified,0,1,Lost,9,9,0.0,6,1
21471,1362A2Ee0c4f4aF,Bobby Perkins,Salas-Lloyd,http://hammond.info/,Content Marketing,Inbound,On Hold,0,0,Open,6,6,0.5,7,1
21472,c2Cc748d6A81edC,Lynn Carpenter,Burke Ltd,https://benjamin.com/,Retargeting Ads,Paid Ads,Re-engagement,0,0,Open,1,1,0.0,5,1
21473,f81B93dE201965c,Dylan Lowe,"Grant, Murphy and Chen",http://www.holland.com/,Social Media,Social Media,Closed Won,1,1,Won,7,7,0.3,6,1
21474,05DfCBDaB779d5e,Robert Church,Castaneda Inc,http://www.fitzgerald.com/,Other,Other,Disqualified,0,1,Lost,9,9,0.0,4,1
21475,DAdDbddDaAb2FcA,Ronald Mcgee,"Huber, Morrison and Hess",http://www.kirk.net/,Networking Event,Events,New Lead,0,0,Open,0,0,-0.15,8,1
21476,BE57B0FFF835D28,Traci Dean,Rhodes Ltd,https://preston-pitts.net/,Retargeting Ads,Paid Ads,Qualified,0,0,Open,2,2,-0.05,7,1
21477,7983DA4a50acbDC,Sydney Haley,Ochoa Inc,https://www.dillon.info/,Retargeting Ads,Paid Ads,Closed Won,1,1,Won,7,7,0.2167,5,1
21478,f8Cae900ba990d1,Jody Woodard,"Bautista, Hansen and Lynch",https://conley.com/,Chatbot,Inbound,Negotiation,0,0,Open,5,5,-0.15,7,1
21479,5bd78BacEDCd672,Devin Marsh,Valentine-Rivas,https://welch.com/,Trade Show,Events,New Lead,0,0,Open,0,0,0.0,6,1
21480,B6FbdA22bfBCDa0,Dakota Yates,Barrera and Sons,https://www.valencia.com/,Partner Program,Referral / Partner,Negotiation,0,0,Open,5,5,0.0,7,1
21481,053Ac60BeD4Fc57,Mia Love,George-Marshall,http://blair.org/,Cold Email,Outbound,Closed Won,1,1,Won,7,7,0.0,4,1
21482,6FfbE6cFF9cAF5C,Madison Adkins,Huffman LLC,https://www.weeks.com/,Website Form,Inbound,Contacted,0,0,Open,3,3,0.1753,6,1
21483,42FFe7f824c73d6,Glenn Brown,Stephens-Hays,https://www.steele.com/,Referral,Referral / Partner,Closed Won,1,1,Won,7,7,0.2,6,1
21484,bBc09EA08bdEA3a,Seth Dyer,Wyatt LLC,https://durham.com/,Partner Program,Referral / Partner,On Hold,0,0,Open,6,6,0.1,8,1
21485,f68fe71714F1A3C,Kristopher Carpenter,Smith Ltd,https://www.russell.com/,Trade Show,Events,Qualified,0,0,Open,2,2,-0.2,4,1
21486,C7ba2b13c7E5Fd8,Richard Willis,Rice-Christian,http://www.kelly.net/,Facebook Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,0.0,6,1
21487,0e0E4fE4E2913ea,Ashlee Li,Carey and Sons,http://www.compton.com/,Partner Program,Referral / Partner,Re-engagement,0,0,Open,1,1,0.0341,6,1
21488,4edc10CB482D1dE,Jeremiah Avila,Phillips-Erickson,https://www.parker.com/,Retargeting Ads,Paid Ads,New Lead,0,0,Open,0,0,0.0,6,1
21489,6A00fCaABbF7A5A,Bruce Hardy,Berger PLC,https://www.riggs-norman.com/,Cold Email,Outbound,Qualified,0,0,Open,2,2,0.375,5,1
21490,Bed4Eeb1e26621a,Evelyn Herman,"Raymond, Holmes and Nelson",https://mata.info/,Facebook Ads,Paid Ads,Closed Lost,0,1,Lost,8,8,0.0,7,1
21491,e6633C518F7a2Dc,Steven Deleon,Bolton Ltd,http://www.english.com/,Webinars,Events,Proposal Sent,0,0,Open,4,4,0.0,7,1
21492,afbA2CFB0FC4644,Martin Mclaughlin,Brandt and Sons,http://savage-cantrell.com/,Podcast,Events,Closed Lost,0,1,Lost,8,8,0.75,4,1
21493,0CA30c1397e7C7C,Colin Wells,"Watson, Frye and Reed",http://www.ware.com/,Chatbot,Inbound,New Lead,0,0,Open,0,0,0.0,6,1
21494,bAFf37F1887831d,Travis Parrish,"Nielsen, Conrad and Holmes",http://alvarado.com/,Trade Show,Events,On Hold,0,0,Open,6,6,0.4,8,1
21495,CB77E71b6b4501d,Ashley Merritt,"Austin, Mccormick and Calhoun",http://dawson.com/,Webinars,Events,Negotiation,0,0,Open,5,5,0.05,7,1
21496,F4Cab052FDEdC87,Terry Brown,Tyler Inc,http://www.monroe.org/,Referral,Referral / Partner,Contacted,0,0,Open,3,3,0.0,3,1
21497,BB8ABdA09aDAf0F,Ruth Weiss,Mooney PLC,https://www.anthony-graham.com/,Direct Traffic,Inbound,Re-engagement,0,0,Open,1,1,-0.0714,3,1
21498,0784aeC2EC2cE6e,Jorge Maynard,Flowers-Estrada,http://richard.org/,Cold Email,Outbound,Qualified,0,0,Open,2,2,0.0,4,1
21499,B45af1bDF7bb090,Fred Terrell,Robinson Inc,https://www.horn.org/,Podcast,Events,Negotiation,0,0,Open,5,5,0.4,6,1
21500,B2eec8aC4d557ae,Mikayla Neal,Moon-Church,https://liu.net/,Referral,Referral / Partner,Disqualified,0,1,Lost,9,9,0.25,6,1
21501,98Ccdc4B9b571cc,Penny Hayes,Richardson-Joseph,http://www.santana-case.net/,Retargeting Ads,Paid Ads,Negotiation,0,0,Open,5,5,-0.3125,7,1
21502,aeCae6eeb0EdAE5,Jaime French,"Luna, Garner and Davenport",https://www.dodson.com/,Cold Email,Outbound,Closed Lost,0,1,Lost,8,8,0.0,5,1
21503,0A7e6a77DbCBded,Javier Calderon,Avery and Sons,http://hendricks.org/,Referral,Referral / Partner,Disqualified,0,1,Lost,9,9,0.0,5,1
21504,4c2d8dCff6dac0C,Alice Liu,"Parks, Nielsen and Bullock",https://blake.com/,Podcast,Events,Closed Lost,0,1,Lost,8,8,0.0,7,1
21505,D26f6CCC1A5c7a9,Grace Rhodes,"Rodgers, Edwards and Dudley",https://holt-lindsey.org/,Cold Call,Outbound,Negotiation,0,0,Open,5,5,0.1444,7,1
21506,ea4bCdA60adC3fe,Anna Avila,Lynn PLC,https://mercer-orr.com/,Networking Event,Events,Qualified,0,0,Open,2,2,0.0,7,1
21507,DaEDDdcCf0CF786,Levi Norton,Noble Group,https://fuentes.com/,Trade Show,Events,On Hold,0,0,Open,6,6,0.0,6,1
21508,ff871eF6f99e6Cf,Lauren Vasquez,Burnett PLC,https://www.byrd.com/,Webinars,Events,Closed Won,1,1,Won,7,7,0.0,4,1
21509,A69F1Ff3De7F706,Jerry Barber,Petersen-Bray,https://www.wells.com/,Facebook Ads,Paid Ads,Qualified,0,0,Open,2,2,0.0,3,1
21510,B1A6C302aAf2e6a,Madison Malone,Jennings-Duke,http://www.underwood.com/,Website Form,Inbound,Negotiation,0,0,Open,5,5,0.0,7,1
21511,55C38e8AE1F9F3E,Omar Reed,Sawyer-Butler,http://www.steele-martin.net/,Partner Program,Referral / Partner,Closed Won,1,1,Won,7,7,0.0,6,1
21512,aa5Da3A3f9beC03,Anita Jordan,Zimmerman-Kirby,https://villegas.com/,Partner Program,Referral / Partner,New Lead,0,0,Open,0,0,0.0,7,1
21513,9BDB822Bc034FE8,Cole Hawkins,Hendrix-Reilly,http://rush.biz/,Website Form,Inbound,Negotiation,0,0,Open,5,5,-0.4,4,1
21514,a5f4cb3362DfdFD,Daryl Snow,Flowers and Sons,https://winters-cardenas.biz/,Social Media,Social Media,Negotiation,0,0,Open,5,5,0.3167,6,1
21515,8D337E9ed915DDD,Christian Hatfield,Cobb Group,http://www.keller-mathis.com/,Other,Other,Contacted,0,0,Open,3,3,0.0333,7,1
21516,00Dd05Ae06E233B,Maria Burch,"Camacho, Franco and Knight",https://www.parsons.com/,Chatbot,Inbound,Re-engagement,0,0,Open,1,1,0.0,7,1
21517,B48cea9CaC10ACA,George Schmitt,"Watkins, Hardy and Burke",https://www.adkins-dixon.biz/,Facebook Ads,Paid Ads,Closed Lost,0,1,Lost,8,8,0.0,6,1
21518,fa671BdA8cf7140,Frances Johnston,Davenport-Sampson,https://mueller-newman.biz/,Purchased List,Outbound,Qualified,0,0,Open,2,2,0.0,6,1
21519,Cfe31fC20f05B6a,Jamie Carey,Hamilton-Vega,https://www.bernard-mckenzie.info/,LinkedIn Outreach,Outbound,Contacted,0,0,Open,3,3,0.0,4,1
21520,cF6EC0Caf375729,Ariel Cooper,Bond Ltd,https://www.riley.com/,Retargeting Ads,Paid Ads,Contacted,0,0,Open,3,3,0.0,3,1
21521,DA963E2fdACFebD,Anna Bond,Lopez LLC,http://nunez.com/,Chatbot,Inbound,Proposal Sent,0,0,Open,4,4,0.4333,8,1
21522,aF15f5EAF256787,Kaitlin Lyons,Meza LLC,http://www.bartlett-neal.com/,Google Ads,Paid Ads,Negotiation,0,0,Open,5,5,0.0,4,1
21523,5BbE4F7CCfeB0bc,Roy Riley,Li-Middleton,https://www.ryan.com/,Google Ads,Paid Ads,New Lead,0,0,Open,0,0,0.0,7,1
21524,bb15DbbE7d0b56a,Julia Skinner,"Torres, Holder and Roach",https://www.kline-hensley.com/,Direct Traffic,Inbound,Closed Lost,0,1,Lost,8,8,0.0,5,1
21525,259F0dcbaD23FC3,Bruce Hayes,Decker LLC,http://richmond.info/,Content Marketing,Inbound,Qualified,0,0,Open,2,2,0.4167,6,1
21526,1aAccf824e486ED,Ruben Tucker,Valentine Inc,https://browning.com/,Organic Search (SEO),Inbound,On Hold,0,0,Open,6,6,0.05,6,1
21527,8BBe617b0a3a6Ee,Sierra Price,Ortiz-Travis,https://conrad.com/,Content Marketing,Inbound,Closed Won,1,1,Won,7,7,-0.1556,7,1
21528,AC5Ac9596b0CeAd,Jose Gilmore,Winters Ltd,https://harvey-solomon.com/,LinkedIn Outreach,Outbound,Proposal Sent,0,0,Open,4,4,0.0,7,1
21529,cE290444CE38f0B,Amy Shea,Day LLC,http://www.woodward-wade.biz/,Direct Traffic,Inbound,Contacted,0,0,Open,3,3,0.0,7,1
21530,6fE9E14F3B6aBe5,Sean Warner,Colon-Frederick,http://coffey-rose.com/,Other,Other,Closed Lost,0,1,Lost,8,8,0.0,3,1
21531,Fc6d9ACEedaBDa6,Connor Noble,Kim-Carey,http://www.wilkerson-sharp.com/,Purchased List,Outbound,Re-engagement,0,0,Open,1,1,0.0,3,1
21532,85D7F7CeE49b01f,Curtis Yang,"Wong, Holmes and Yates",https://burton.net/,Content Marketing,Inbound,Negotiation,0,0,Open,5,5,0.5917,7,1
21533,8289bDd454A4eA2,Karl Hendrix,White Inc,https://www.norris.org/,Other,Other,Closed Won,1,1,Won,7,7,0.0,8,1
21534,9cC1b912CDFa1Fe,Judy Vaughan,Hahn-Li,https://www.holder.net/,Direct Traffic,Inbound,Closed Won,1,1,Won,7,7,0.35,4,1
21535,8208DCe2bD7CeF8,Manuel Colon,Holt-Craig,http://www.rodriguez.com/,Cold Email,Outbound,Proposal Sent,0,0,Open,4,4,0.5,4,1
21536,1c9c4FFfBa523e2,Cory Becker,Gross Ltd,https://www.wiggins.info/,Google Ads,Paid Ads,On Hold,0,0,Open,6,6,0.05,4,1
21537,c50f21D71Ad3Cb2,Jeffrey Khan,Chambers Inc,https://www.sellers-huffman.com/,Webinars,Events,New Lead,0,0,Open,0,0,0.0,3,1
21538,E37dfBEf2e1375E,Mackenzie Mccann,Mckenzie-Archer,https://www.moyer-ashley.com/,Webinars,Events,Proposal Sent,0,0,Open,4,4,0.0,7,1
21539,9aCB837dB7154b8,Selena Molina,Farley and Sons,https://harper.com/,Webinars,Events,On Hold,0,0,Open,6,6,0.0,6,1
21540,96B2977ebcaCb3F,Mallory Johns,Sullivan Group,http://hall-li.com/,Google Ads,Paid Ads,Closed Lost,0,1,Lost,8,8,0.0,8,1
21541,08DD2aa54A614Bf,Jeremiah Rivera,"Alvarez, Howe and Singh",http://hawkins-mcgrath.com/,Webinars,Events,Proposal Sent,0,0,Open,4,4,0.0148,7,1
21542,Ff4e9d2Ad405701,Ruth Serrano,Curtis Ltd,https://terrell-hinton.com/,Podcast,Events,Contacted,0,0,Open,3,3,0.25,6,1
21543,d385B36CcdB6f2A,Alec Owens,Ponce Group,https://www.travis.com/,Partner Program,Referral / Partner,Closed Lost,0,1,Lost,8,8,0.0,4,1
21544,CF9C4b73EbBBAc0,Connie Zhang,Carrillo-Cummings,https://www.aguilar-hill.com/,Content Marketing,Inbound,On Hold,0,0,Open,6,6,0.0,6,1
21545,CeAa158CFEEC2A6,Mark Moody,"Zavala, Gay and Klein",http://maxwell.biz/,Purchased List,Outbound,Closed Won,1,1,Won,7,7,-0.1556,4,1
21546,7F543193FcFB68a,Kiara Maddox,"Blevins, Mann and Daniel",https://levy.biz/,LinkedIn Outreach,Outbound,On Hold,0,0,Open,6,6,0.175,4,1
21547,F95fecdDc603d79,Ray Shelton,Lowe and Sons,http://cabrera-shannon.biz/,Cold Call,Outbound,Closed Lost,0,1,Lost,8,8,0.0,5,1
21548,3293ac416E4C98F,Kathleen Reed,Mendoza Ltd,https://parsons.org/,Website Form,Inbound,On Hold,0,0,Open,6,6,0.0,4,1
21549,cdEb6beE3bB72BC,Anthony Blevins,"Shaw, Ball and Ellis",https://www.kirk-russo.info/,Direct Traffic,Inbound,Disqualified,0,1,Lost,9,9,0.1667,5,1
21550,2549bABc4CA0a0F,Tamara Huynh,Nguyen-Jensen,https://hubbard.info/,Retargeting Ads,Paid Ads,On Hold,0,0,Open,6,6,-0.3889,7,1
21551,0AE8CBbbB946aFd,Perry Phillips,Lutz-Hicks,https://james-gray.org/,Google Ads,Paid Ads,New Lead,0,0,Open,0,0,0.3071,6,1
21552,CeEE0ED9e1023F5,Jaime Hansen,Peterson Group,https://www.bailey.com/,Google Ads,Paid Ads,On Hold,0,0,Open,6,6,0.0,4,1
21553,BdcC66DDABDfc45,Crystal Palmer,Olsen-Benitez,https://www.monroe-hardin.org/,Google Ads,Paid Ads,Proposal Sent,0,0,Open,4,4,0.0625,7,1
21554,Bb0e656FF6A08A1,Veronica Price,Mcguire-Ingram,https://davies.com/,Referral,Referral / Partner,Proposal Sent,0,0,Open,4,4,0.0,4,1
21555,4cefa2DdbBeE1fc,Carol Lawrence,Levine and Sons,http://lamb-calhoun.com/,Cold Call,Outbound,New Lead,0,0,Open,0,0,0.0,5,1
21556,1bc49F93fA71Fd1,Amy Frey,Strickland-Brown,https://watkins-acevedo.com/,Podcast,Events,Closed Won,1,1,Won,7,7,0.0,4,1
21557,aAE4b9c0b4EE613,Dorothy Burns,Ross LLC,http://mora.com/,Cold Email,Outbound,Proposal Sent,0,0,Open,4,4,-0.2,4,1
21558,BB2315FE66bdf37,Vernon Haney,"Lloyd, Gentry and Pearson",http://gutierrez-morgan.net/,LinkedIn Outreach,Outbound,Closed Won,1,1,Won,7,7,0.6,7,1
21559,56f0919DA05D817,Martha Hendricks,Rosales-Mcpherson,https://frank-howe.com/,Retargeting Ads,Paid Ads,Re-engagement,0,0,Open,1,1,0.25,5,1
21560,98dEAb54A447df0,Morgan Nichols,Galloway-Ferrell,http://mathis.com/,Social Media,Social Media,Proposal Sent,0,0,Open,4,4,-0.1667,6,1
21561,df0Fd5Aa78a3cd4,Katie Fischer,Sharp-Yoder,http://everett-shepherd.com/,LinkedIn Outreach,Outbound,Proposal Sent,0,0,Open,4,4,0.1136,7,1
21562,773F72FEcacfdAc,Zoe Schmitt,Hudson Group,http://www.burgess.com/,Trade Show,Events,Closed Won,1,1,Won,7,7,0.0,4,1
