index,account_id,source,source_group,deal_stage,stage_ordinal,outcome,is_won,is_closed,notes_sentiment,notes_word_count,lead_owner,company
2420,AB234A034738dCe,Direct Traffic,Inbound,Re-engagement,1,Open,0,0,0.5,7,Sheri Collier,Mcclure-Fuentes
2421,DddD4F45DafdF4b,Retargeting Ads,Paid Ads,New Lead,0,Open,0,0,0.0,6,Samuel Goodman,Wolf-Forbes
2422,D6d5dFD11B5bA0c,LinkedIn Outreach,Outbound,Closed Lost,8,Lost,0,1,0.4,8,Diane Crawford,Roman-Zavala
2423,c329cDB0bEf7e6a,Retargeting Ads,Paid Ads,Re-engagement,1,Open,0,0,0.375,4,Katelyn Hays,Flynn-English
2424,E68A18fbC8ad1FC,Social Media,Social Media,Closed Lost,8,Lost,0,1,0.2,4,Kathy Butler,Berg-Maldonado
2425,Cfeb7aCF8d18D7E,Retargeting Ads,Paid Ads,Closed Lost,8,Lost,0,1,0.5,3,Makayla Greene,Mcdaniel-Matthews
2426,EB6d49eE97F92c8,Purchased List,Outbound,Negotiation,5,Open,0,0,0.0,5,Maureen Vega,"Hays, Crane and Choi"
2427,f31eF20dE03cf59,Direct Traffic,Inbound,Closed Lost,8,Lost,0,1,0.0,4,Caitlin Brooks,Salinas-Benton
2428,e30aBbB61E030ad,Webinars,Events,On Hold,6,Open,0,0,0.0,3,Alan Mejia,"Braun, Hampton and Velazquez"
2429,4D0BB1AcEFb6ECE,Cold Call,Outbound,Closed Lost,8,Lost,0,1,0.4167,7,Carrie Roberts,"Wilkinson, Bush and Donaldson"
2430,fe1502FDaa56B8F,Chatbot,Inbound,Disqualified,9,Lost,0,1,0.075,6,Kylie Shields,Church and Sons
2431,AbddEf3f5b7A50A,Cold Email,Outbound,Qualified,2,Open,0,0,0.2143,5,Melody Bass,Meyer-Hines
2432,e674Ba3aE7e9333,Retargeting Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.2,8,Christine Robertson,Guerra-Hampton
2433,2Df7dF4a76E2f9D,Direct Traffic,Inbound,On Hold,6,Open,0,0,0.4,8,Leonard Proctor,Gutierrez-Little
2434,5f5FF86bbAbAEb6,Podcast,Events,Disqualified,9,Lost,0,1,-0.15,5,Allen Vance,Marks Group
2435,Cc72d7E4adf2c76,Trade Show,Events,Contacted,3,Open,0,0,0.0,4,Edward Reyes,Andrews Group
2436,CB1a31D3EACcCc6,LinkedIn Outreach,Outbound,Contacted,3,Open,0,0,-0.0667,5,Guy Barajas,"Juarez, Burton and Maynard"
2437,B7CB8029dCA99B6,Podcast,Events,Disqualified,9,Lost,0,1,0.0,4,Phyllis Townsend,"Freeman, Boyer and Bentley"
2438,20855AfAf7Cb08C,Referral,Referral / Partner,New Lead,0,Open,0,0,-0.1667,5,Joshua Wood,"Murray, Morton and Yu"
2439,bcFF7f5f924f0e1,LinkedIn Outreach,Outbound,Negotiation,5,Open,0,0,0.8,6,Nicholas Mclaughlin,Acevedo Ltd
2440,7D9fCfCf9921Ed8,Podcast,Events,Closed Won,7,Won,1,1,0.0,6,Wendy Curry,"Buck, Brewer and Lindsey"
2441,2b2Cb68F7Acdf81,Organic Search (SEO),Inbound,Closed Lost,8,Lost,0,1,-0.3,8,Samantha Boone,Nielsen-Odom
2442,FBD5efD0a816Ba8,Podcast,Events,Closed Won,7,Won,1,1,0.35,4,Levi Salazar,"Silva, Griffith and Adams"
2443,DE782C22CFc7E5D,Facebook Ads,Paid Ads,Qualified,2,Open,0,0,0.0,7,Eddie Pitts,Bridges Inc
2444,E4F7bF70eFFC9a0,Direct Traffic,Inbound,On Hold,6,Open,0,0,0.0,6,Carrie Lang,Hurley and Sons
2445,FD5aBBdB7aEE7A6,Direct Traffic,Inbound,Contacted,3,Open,0,0,0.0,6,Audrey Evans,"Gray, Schultz and Hansen"
2446,D45d339734607FA,Cold Call,Outbound,Closed Lost,8,Lost,0,1,-0.1667,4,Jordan Glenn,"Allison, Riddle and Juarez"
2447,BB7ceAf79eCdBfF,Cold Email,Outbound,Disqualified,9,Lost,0,1,0.6,4,Roberto Rivera,"Stout, Patel and Patrick"
2448,46d93f488CB5f5d,Trade Show,Events,New Lead,0,Open,0,0,-0.0556,8,Pam White,"Curtis, Hunter and Hutchinson"
2449,De095B0eAA1E4F5,Partner Program,Referral / Partner,Re-engagement,1,Open,0,0,0.0,4,Marcia Carroll,Simon-Sosa
2450,d29f2aaf2C36F13,Podcast,Events,Contacted,3,Open,0,0,-0.1,7,Tamara Spencer,Kidd-Davenport
2451,d4E0aD6fb1a9ED4,Referral,Referral / Partner,Proposal Sent,4,Open,0,0,0.0,6,Perry Davila,Woods-Buckley
2452,25aAcb02Acf308f,Facebook Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.3333,5,Jake Cummings,Alexander-Hoffman
2453,D7a9f3aBCEB9fea,Networking Event,Events,Negotiation,5,Open,0,0,0.0,6,Kellie Taylor,Moore-Novak
2454,eED9D31833cCaEA,Trade Show,Events,Closed Lost,8,Lost,0,1,0.0,5,Cory Kent,Cross and Sons
2455,CBB295592C1bb5a,Direct Traffic,Inbound,New Lead,0,Open,0,0,0.0,4,Larry Cowan,Bradford Ltd
2456,18CCae48F2c36B0,Direct Traffic,Inbound,Qualified,2,Open,0,0,0.0,4,Sonia Bradshaw,Park Inc
2457,bEc86d4AdC640fc,Referral,Referral / Partner,Qualified,2,Open,0,0,0.0,4,Nicole Leon,"Hogan, Ramos and Padilla"
2458,bB9Fb03b1e49DBf,Content Marketing,Inbound,Qualified,2,Open,0,0,0.4,5,Nathaniel Zimmerman,Martin Group
2459,0BCF415fC47D331,Cold Call,Outbound,Disqualified,9,Lost,0,1,0.0,5,Tanya Lowery,"Mack, Haas and Keith"
2460,FFc16deBce0ad08,Partner Program,Referral / Partner,Qualified,2,Open,0,0,0.0,7,Joy Luna,"Patterson, Sanders and Todd"
2461,b52e34b0fc3626c,Podcast,Events,Disqualified,9,Lost,0,1,0.0833,7,Amy Gallagher,Woods Ltd
2462,b816cbA434DCb47,Cold Call,Outbound,On Hold,6,Open,0,0,0.0,3,Ethan Avila,"Meyers, Bentley and Charles"
2463,43F56A0BdeB4A8E,Content Marketing,Inbound,Closed Won,7,Won,1,1,0.0,4,Marilyn Shannon,Booth PLC
2464,f997CC1BBfcD6bb,Cold Email,Outbound,On Hold,6,Open,0,0,-0.1667,6,Kevin Cordova,Edwards-Mejia
2465,81A4f7EeE160111,Social Media,Social Media,Negotiation,5,Open,0,0,0.2,3,Ruben Bartlett,"Shaffer, Chung and Mclean"
2466,5A9EA3DCF84cb72,Facebook Ads,Paid Ads,Re-engagement,1,Open,0,0,-0.35,6,Briana Cunningham,Hubbard LLC
2467,a8c1bbc2F9eC697,Partner Program,Referral / Partner,On Hold,6,Open,0,0,0.0667,4,Alfred Schneider,"Jarvis, Abbott and Keller"
2468,8D21Fdd97A170Cf,Webinars,Events,Proposal Sent,4,Open,0,0,0.0,7,Justin Watkins,Bryan Ltd
2469,ddcA6B45591C954,Website Form,Inbound,On Hold,6,Open,0,0,0.0,3,Parker Garcia,Zimmerman-Avila
2470,FCc89a9C7cB0D40,Organic Search (SEO),Inbound,New Lead,0,Open,0,0,0.0,5,Kimberly Garrison,Herring PLC
2471,cd3fa91ADDAd7fF,Networking Event,Events,Closed Won,7,Won,1,1,-0.3,7,Jason Simon,Sims PLC
2472,6BA55B8cfe5A5C7,Organic Search (SEO),Inbound,Contacted,3,Open,0,0,0.325,5,Brittney Moody,"Mcgrath, Lucero and Hall"
2473,9ceb62b7b353Ea6,Networking Event,Events,New Lead,0,Open,0,0,0.0,6,Gabriel Guzman,Woodward-Shaffer
2474,Ea152eDDfa0989F,Chatbot,Inbound,Proposal Sent,4,Open,0,0,0.25,4,Rose Daniels,Hawkins LLC
2475,3BD0FC43BbECdFa,Cold Email,Outbound,Negotiation,5,Open,0,0,0.0,3,Marcus Washington,"Barrera, Harvey and Harrington"
2476,36D64f8102c5F20,Other,Other,Re-engagement,1,Open,0,0,0.2143,7,Leroy Hull,Stephens Ltd
2477,ab256de8A3ea66f,Website Form,Inbound,Closed Won,7,Won,1,1,0.0,8,Caleb Mcintyre,Warner Ltd
2478,A69BBB7Fb3649D6,Website Form,Inbound,Negotiation,5,Open,0,0,0.4167,6,Loretta Carrillo,"Sawyer, Benitez and Thompson"
2479,bcD2bd36E3BcFeB,Trade Show,Events,Re-engagement,1,Open,0,0,-0.2,3,Jeanne Hernandez,"Cordova, Brewer and Cobb"
2480,F96dBfd4Bc596d8,Podcast,Events,New Lead,0,Open,0,0,0.0,5,Dana Jennings,Brock-Le
2481,fcFC6B59eDA6fCd,Retargeting Ads,Paid Ads,On Hold,6,Open,0,0,0.0,4,Glenn Roman,Gross-Arellano
2482,8e5082F82FFBA14,Social Media,Social Media,Proposal Sent,4,Open,0,0,0.5,5,Gary Jacobson,"Cantu, Monroe and Holloway"
2483,661F9Bf212aF3EA,Website Form,Inbound,On Hold,6,Open,0,0,0.0,7,Theresa Branch,Moses Group
2484,4Bc64EfbCa39cd0,Other,Other,Closed Won,7,Won,1,1,0.0,7,Ronnie Dean,Ellison Inc
2485,cD4be2B041B0d0E,Google Ads,Paid Ads,Disqualified,9,Lost,0,1,0.0,4,Willie Maxwell,Estrada-Gibbs
2486,B991dd3DaB01D47,Organic Search (SEO),Inbound,Closed Won,7,Won,1,1,-0.0625,7,Devon Petty,"Harmon, Howell and Wood"
2487,22A826bFdF354D2,Organic Search (SEO),Inbound,Qualified,2,Open,0,0,0.3,4,Geoffrey Velazquez,Cobb Ltd
2488,42Dd9c1b6be335F,Podcast,Events,Re-engagement,1,Open,0,0,0.0,6,Alexander Sutton,Henry Ltd
2489,bcFdc71747B9DAd,Cold Email,Outbound,Negotiation,5,Open,0,0,0.0,6,Gilbert Dunlap,Paul-Booker
2490,F2BDB53e03A39ba,Chatbot,Inbound,New Lead,0,Open,0,0,0.0,4,Mallory Lester,"Herman, Jordan and Hodges"
2491,AF74dD79BE79bfb,Referral,Referral / Partner,Qualified,2,Open,0,0,0.0,7,Noah Dougherty,Santos Group
2492,c14cC3109Fb4e3E,Website Form,Inbound,Closed Won,7,Won,1,1,-0.05,7,Victoria Hill,Lopez-Dudley
2493,8dBEc1Da70a8dbF,Google Ads,Paid Ads,Qualified,2,Open,0,0,0.0,5,Cassandra Cowan,"Schwartz, Monroe and Wright"
2494,462FEbfAc5Df1DE,Direct Traffic,Inbound,New Lead,0,Open,0,0,0.0,5,Harry Shannon,Landry Group
2495,f195FC4B207c2Dc,Purchased List,Outbound,On Hold,6,Open,0,0,0.4,4,Bernard Pugh,Dyer-Owen
2496,88C485FfBcC0ffA,Partner Program,Referral / Partner,Closed Won,7,Won,1,1,0.25,6,Kendra Tyler,Powers-Mcmillan
2497,D3D6fFB1fF07fCF,LinkedIn Outreach,Outbound,Contacted,3,Open,0,0,0.0,6,Leah Macdonald,Chandler-Larson
2498,6eb4c0EEF63Dc0d,Purchased List,Outbound,Proposal Sent,4,Open,0,0,0.0,7,Toni Roberts,Young-Nunez
2499,604626BFeB238eA,Referral,Referral / Partner,On Hold,6,Open,0,0,0.05,7,Amy Hartman,"Potter, Hampton and Evans"
2500,A0050061e270ee6,Purchased List,Outbound,Disqualified,9,Lost,0,1,0.0,5,Danny Velasquez,"Hanson, Mays and Contreras"
2501,A4CAaD8eef6B2Ae,Trade Show,Events,New Lead,0,Open,0,0,0.0,7,Melanie Giles,Hatfield and Sons
2502,CB1dAbe7BA216AE,Purchased List,Outbound,Negotiation,5,Open,0,0,0.2,8,Linda Myers,"Zimmerman, Henson and Ellis"
2503,D2bbCab4c2603b7,Partner Program,Referral / Partner,Contacted,3,Open,0,0,0.1071,5,Anthony Brock,"Perkins, Pennington and Poole"
2504,4DA837dA41039Fd,Facebook Ads,Paid Ads,Disqualified,9,Lost,0,1,0.275,6,Sherri Conrad,Collier Ltd
2505,D0d3b005FA1F0fa,Direct Traffic,Inbound,Re-engagement,1,Open,0,0,0.0,4,Devon Dyer,Powell-Everett
2506,E64F80ED557267e,Social Media,Social Media,Disqualified,9,Lost,0,1,0.0,7,Greg Spears,Merritt PLC
2507,4eb0790DAE4f9a4,Partner Program,Referral / Partner,Re-engagement,1,Open,0,0,0.0,6,Patricia Ramos,Brewer PLC
2508,DBc1FE50a245fCB,Webinars,Events,Closed Won,7,Won,1,1,-0.0833,7,Bianca Pace,Barnett PLC
2509,4D2e06bb57a075F,Retargeting Ads,Paid Ads,Closed Lost,8,Lost,0,1,0.0833,8,Patrick Schaefer,Mercer Inc
2510,cEAdb96441A0cF0,Podcast,Events,On Hold,6,Open,0,0,-0.1,4,Sally Shelton,"Fitzpatrick, Short and Cooper"
2511,cF57F1d3BBe8DFD,Webinars,Events,Closed Lost,8,Lost,0,1,0.0,7,Jesse Whitehead,Morton-Clayton
2512,ca6fdAbfeB06C0D,Content Marketing,Inbound,Negotiation,5,Open,0,0,-0.0867,7,Bruce Sanford,Love-Villegas
2513,99fe5bFEf0cdfeD,Partner Program,Referral / Partner,Re-engagement,1,Open,0,0,0.0,6,Kristen Bates,"Barker, Atkinson and Waller"
2514,Aa4c1BcA58B63c6,Cold Call,Outbound,Negotiation,5,Open,0,0,0.0,4,Wendy Hayden,Friedman Group
2515,6c6F812ab4Bac49,Organic Search (SEO),Inbound,Disqualified,9,Lost,0,1,0.0,7,Sierra Summers,"Marks, Matthews and Glover"
2516,FF80ceEaDbab3EA,Networking Event,Events,Re-engagement,1,Open,0,0,0.0,5,Tina Odom,Shaw PLC
2517,583b939923bC163,Facebook Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.1667,6,Colton Terrell,Cook-Costa
2518,f5Fc0b817C74f3f,Direct Traffic,Inbound,Closed Lost,8,Lost,0,1,0.0,5,Zoe Ward,"Bautista, Good and Parrish"
2519,57a8c3b960e2Dbc,Trade Show,Events,Qualified,2,Open,0,0,0.3,8,Brandy Potts,Newton Inc
2520,31B73D1dBE37e3E,Trade Show,Events,Closed Won,7,Won,1,1,0.0,6,Maxwell Holt,"Travis, Dillon and Mitchell"
2521,49F176a5fb963F1,LinkedIn Outreach,Outbound,Proposal Sent,4,Open,0,0,-0.2458,8,Frank Willis,Leach-Kane
2522,8de3Ed8EA2a5F32,Trade Show,Events,Re-engagement,1,Open,0,0,0.1,4,Mallory Rowe,Ellis PLC
2523,15591f907B5C7CE,Webinars,Events,On Hold,6,Open,0,0,0.35,7,Sylvia Saunders,"Woodard, Mcknight and Wu"
2524,269bdA71575aD7F,Podcast,Events,Proposal Sent,4,Open,0,0,0.0,6,Taylor Howell,Bolton-Sosa
2525,28EdE5bba96fcAa,Retargeting Ads,Paid Ads,Contacted,3,Open,0,0,0.0,8,Louis Gutierrez,Hogan-Vaughn
2526,ce4DED4e4E5D7dC,Google Ads,Paid Ads,Contacted,3,Open,0,0,0.0,8,Jessica Haas,English Ltd
2527,62FDfAecd92ba8C,Website Form,Inbound,On Hold,6,Open,0,0,-0.05,5,Jeremiah Moon,"Wagner, Bentley and Steele"
2528,5EfABEcAd0CAAe2,Chatbot,Inbound,Contacted,3,Open,0,0,0.0,8,Tammie Whitney,Herman Inc
2529,AEB2fc1300a1dC4,Retargeting Ads,Paid Ads,Closed Lost,8,Lost,0,1,0.0,3,Doris Bradley,"Calhoun, Haynes and Friedman"
2530,6dABd493518c1B7,Social Media,Social Media,Closed Won,7,Won,1,1,0.3,7,Harry Graham,"Warner, Ray and Rhodes"
2531,f2A1e3205Cebb7e,Social Media,Social Media,Negotiation,5,Open,0,0,-0.1,3,Justin Herman,Casey-Baker
2532,97C935B86C876A6,Other,Other,Closed Lost,8,Lost,0,1,0.0,4,Dalton Lee,Cox LLC
2533,b8CEc77a1fED3Db,Facebook Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.1,6,Terrence Stewart,"Frazier, Shepherd and Soto"
2534,dA518FDFAA6b9B2,Organic Search (SEO),Inbound,Closed Won,7,Won,1,1,0.0,5,Gilbert Durham,Acevedo-Aguilar
2535,c58ecFD692EFEdf,Podcast,Events,On Hold,6,Open,0,0,-0.1146,7,Darren Blair,Perry Group
2536,6c7d6ac7a8A71E4,Other,Other,Re-engagement,1,Open,0,0,0.0,7,Misty Stewart,Price Group
2537,Bebdf3D51947Fee,Chatbot,Inbound,Qualified,2,Open,0,0,-0.0833,8,Brady Frost,"Mccullough, Newton and Stephenson"
2538,Cfd7DFdDeAD9AAd,Trade Show,Events,Negotiation,5,Open,0,0,0.0,4,Nicolas Brock,"Lutz, Fields and Kaufman"
2539,DF91Adb09E5dAbD,Social Media,Social Media,Disqualified,9,Lost,0,1,0.2048,8,Tonya Rose,Casey-Hester
2540,6055b7eBB7DBFd1,Social Media,Social Media,Proposal Sent,4,Open,0,0,-0.3,7,Wyatt Ruiz,Glenn-Riley
2541,D3431f5F6d70C8D,Partner Program,Referral / Partner,New Lead,0,Open,0,0,0.0,5,Jason Solomon,Stafford-Roberson
2542,b54acCa34cE082e,Purchased List,Outbound,Closed Lost,8,Lost,0,1,0.1,3,Mariah Horton,"Macias, Hays and Haynes"
2543,3acf0fEdDDE9fEA,LinkedIn Outreach,Outbound,Disqualified,9,Lost,0,1,0.0,5,Lacey Villarreal,"Singleton, Singh and Roman"
2544,c2B442BCF705ab4,Google Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.1364,6,Doris Campbell,Reese-Chambers
2545,Ad2c21F3cd3c4BA,Retargeting Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.8,5,Todd Newton,"Burnett, Ellison and Ryan"
2546,1d50Da64cBEa419,Networking Event,Events,Disqualified,9,Lost,0,1,0.0,8,Christian Lutz,"Vaughan, Hendrix and Rogers"
2547,0b9AceDc317b3af,Partner Program,Referral / Partner,Disqualified,9,Lost,0,1,0.0,5,Aimee Schultz,"Bray, Camacho and Richard"
2548,2AE7A3deBe81d58,Other,Other,Closed Lost,8,Lost,0,1,0.0,7,Ricardo Chung,"Camacho, Norman and Grimes"
2549,c5aAD9dFBBdcbE6,Purchased List,Outbound,Re-engagement,1,Open,0,0,0.0,6,Dave Gilbert,"Booker, Jensen and Decker"
2550,E0b3fe9929FfAEe,Podcast,Events,Disqualified,9,Lost,0,1,-0.2,7,Candice Williamson,Bates Group
2551,06e1f0EDFe4F2DE,Chatbot,Inbound,New Lead,0,Open,0,0,-0.15,7,Mike Bright,Roach and Sons
2552,db84aE40ddA41BC,Other,Other,Qualified,2,Open,0,0,0.35,6,George Briggs,Kaiser-Mason
2553,ac8Ff7d03e8bAC8,Retargeting Ads,Paid Ads,Closed Won,7,Won,1,1,-0.1,3,Tony Gilmore,Orr Group
2554,BeBa1cB968618Ac,Google Ads,Paid Ads,New Lead,0,Open,0,0,0.125,7,Ricky Kennedy,"Cooper, Simpson and Ritter"
2555,0c3Fb60973F9781,Purchased List,Outbound,Proposal Sent,4,Open,0,0,0.0,7,Lisa Cooper,Daniel Ltd
2556,05e2e6Ae9b57aB7,Referral,Referral / Partner,Disqualified,9,Lost,0,1,0.35,7,Randall Duran,"Church, Howe and Alexander"
2557,BE3dA932a118D1e,Podcast,Events,New Lead,0,Open,0,0,0.0,4,Marisa Young,"Maldonado, Paul and Coleman"
2558,CfbeE424e8CbAcF,Facebook Ads,Paid Ads,New Lead,0,Open,0,0,0.375,7,Blake Fuller,Garza and Sons
2559,9230e1a5Ae3DED7,Partner Program,Referral / Partner,On Hold,6,Open,0,0,0.175,7,Karen Burch,Becker Group
2560,aC04E4D5d981b9d,Chatbot,Inbound,Re-engagement,1,Open,0,0,0.0,6,Paula Rich,"Reese, Humphrey and Barron"
2561,e74A3D60EEe3c2A,Referral,Referral / Partner,New Lead,0,Open,0,0,0.0,7,Robin Mckee,Byrd PLC
2562,430d4BA65b8bA50,Webinars,Events,Closed Lost,8,Lost,0,1,0.0,6,Nicholas Summers,Burke Ltd
2563,80Ca482a27BA8c2,Chatbot,Inbound,Closed Won,7,Won,1,1,0.8,5,Brenda Knapp,Dennis Inc
2564,F9CBE41fE7FE231,Direct Traffic,Inbound,Proposal Sent,4,Open,0,0,0.0,5,Yolanda Hughes,Byrd-Romero
2565,a638Dffa2bE8afc,Purchased List,Outbound,Contacted,3,Open,0,0,-0.2,8,Terri Gallagher,"Santana, Banks and Beltran"
2566,34d4D1538aEc2a0,Cold Email,Outbound,On Hold,6,Open,0,0,0.0,7,Shirley Cobb,Mccall-Pitts
2567,Da15d310c8645D5,Website Form,Inbound,Negotiation,5,Open,0,0,0.0,4,Tara Sullivan,"Dean, Ellis and Barton"
2568,Dce5EACA2f25c6d,Referral,Referral / Partner,Re-engagement,1,Open,0,0,0.0,4,Gabriel Gamble,"Cowan, Chen and Landry"
2569,DAF6dce7520CBDc,LinkedIn Outreach,Outbound,Contacted,3,Open,0,0,0.0,7,Rodney Oconnell,"Valencia, Gates and Sullivan"
2570,b04De937b6dfc4B,Cold Email,Outbound,Disqualified,9,Lost,0,1,0.05,4,Mark Jackson,Espinoza-Farrell
2571,7E903CD0fAd11f9,Partner Program,Referral / Partner,Closed Lost,8,Lost,0,1,0.0,6,Nathan French,Munoz LLC
2572,7a69EA0E11c9E93,Cold Email,Outbound,Qualified,2,Open,0,0,0.0,4,Kayla Meadows,Mathews Inc
2573,ceED5Ea4aCce33B,Social Media,Social Media,Proposal Sent,4,Open,0,0,0.0,6,Kelly Mayo,"Kramer, Meyers and Fox"
2574,0Cc2d855c1E12d9,Other,Other,Proposal Sent,4,Open,0,0,0.0,5,Hailey Love,Bates and Sons
2575,E018f0c7F8abACb,Trade Show,Events,Re-engagement,1,Open,0,0,0.5,4,Madison Gregory,Gilbert Ltd
2576,93aF1bE3bFbf6Db,Webinars,Events,Disqualified,9,Lost,0,1,0.0,4,Wyatt Rangel,Kaufman-Sexton
2577,A61d3B6437ff93e,Cold Call,Outbound,New Lead,0,Open,0,0,0.15,6,Joseph Shah,Porter-Leblanc
2578,2Af3BDfac7fF7ff,Networking Event,Events,Negotiation,5,Open,0,0,0.0,7,Terry Rasmussen,Dudley PLC
2579,2ce744e1B424D34,Social Media,Social Media,Disqualified,9,Lost,0,1,0.0,6,Chad Pearson,Holder Inc
2580,E037Fcd6AcDE2c2,Social Media,Social Media,Qualified,2,Open,0,0,0.4767,6,Kristopher Sexton,Downs-Bridges
2581,dBeac4ff9a1aA5C,Networking Event,Events,New Lead,0,Open,0,0,0.05,5,Christopher Fowler,"Villanueva, Rogers and Ramsey"
2582,Cc5FffBf119f84E,Networking Event,Events,Proposal Sent,4,Open,0,0,0.0,5,Monique Jimenez,Lutz-Houston
2583,E71f8ff8b80eA5f,Podcast,Events,New Lead,0,Open,0,0,0.0,8,Lisa Hanson,"Hunt, Petty and Thornton"
2584,12D02A57D946C55,Social Media,Social Media,Disqualified,9,Lost,0,1,0.05,5,Becky Frazier,Alvarado Ltd
2585,964DEdE4f79F9ff,Other,Other,Closed Won,7,Won,1,1,0.0,4,Mark Crosby,"Rios, Rojas and Dyer"
2586,947fEEfda29d66e,Chatbot,Inbound,New Lead,0,Open,0,0,0.0,7,Norma Franklin,Salinas Group
2587,967fcdDa1B35440,Organic Search (SEO),Inbound,New Lead,0,Open,0,0,0.0,6,Karina Wyatt,Wolf and Sons
2588,02E10b0bdFCA368,Organic Search (SEO),Inbound,Re-engagement,1,Open,0,0,0.0,7,Connor Medina,Moody Inc
2589,DA6d5a2cebD71F1,Chatbot,Inbound,On Hold,6,Open,0,0,0.0,6,Dalton Michael,Hudson-Ruiz
2590,5bC8C3e4a8F1124,Direct Traffic,Inbound,Re-engagement,1,Open,0,0,-0.7,6,Ariana Reed,Moss-Berg
2591,7A32e8CD3B4FdeA,Networking Event,Events,Closed Lost,8,Lost,0,1,0.2273,6,Dan Montes,Poole-Garrett
2592,10802a6739De47A,Cold Email,Outbound,Re-engagement,1,Open,0,0,0.0,5,Erin Christian,Hendrix Ltd
2593,40EBb6C2AA92a7c,Networking Event,Events,New Lead,0,Open,0,0,0.0,4,Dylan Hancock,Burton-Diaz
2594,6129Aa8ca0bAAB6,Networking Event,Events,Contacted,3,Open,0,0,0.0333,7,Randy Huynh,"Mueller, Massey and Huffman"
2595,F1098D0CBc4BdfF,Podcast,Events,Proposal Sent,4,Open,0,0,0.1333,6,Maxwell Combs,"Richards, Raymond and Donaldson"
2596,c1004aE0dAeFCDe,Trade Show,Events,Closed Won,7,Won,1,1,0.4167,6,Caroline Lyons,Barry-Bishop
2597,94F8EE25119fE8e,Partner Program,Referral / Partner,Disqualified,9,Lost,0,1,0.2143,3,Martha Dodson,Wilkins Inc
2598,A4f966CEb13d522,Chatbot,Inbound,Proposal Sent,4,Open,0,0,0.0,3,Frances Bass,"Galvan, Haas and Prince"
2599,864c54c4F8Dd886,LinkedIn Outreach,Outbound,Closed Lost,8,Lost,0,1,0.7,4,Vickie Baird,Davenport-Wilcox
2600,c58a4EF6f5d7f56,Cold Email,Outbound,Disqualified,9,Lost,0,1,0.0,4,Adrienne Galvan,"Cabrera, Kaufman and Vasquez"
2601,E63FaE4af6537cC,Podcast,Events,New Lead,0,Open,0,0,0.0,4,Diane Simmons,"Parker, Gallegos and Andersen"
2602,e01d49Be9Efd7Ea,Direct Traffic,Inbound,Re-engagement,1,Open,0,0,-0.05,6,Shawn Mcclain,"Mack, Schwartz and Oneal"
2603,50BEAEBd8BcfC5a,Retargeting Ads,Paid Ads,Negotiation,5,Open,0,0,0.0,6,Tony Hobbs,"Johns, Estes and Gordon"
2604,5d4BaEdDbeaBEd3,Networking Event,Events,Closed Won,7,Won,1,1,0.0,6,Becky Banks,Paul-Bates
2605,631b523F7E1F840,Referral,Referral / Partner,On Hold,6,Open,0,0,0.4167,8,Catherine Juarez,Vargas PLC
2606,E7F03cFDe4a77EE,Cold Email,Outbound,New Lead,0,Open,0,0,0.0,4,Jon Klein,Wagner-Mcneil
2607,4Bb9C6Eb81d0207,Website Form,Inbound,Closed Won,7,Won,1,1,0.16,4,Shane Clark,Rose PLC
2608,f659D65eed7E57A,Purchased List,Outbound,Closed Won,7,Won,1,1,-0.4,6,Cheyenne Villarreal,Chandler Group
2609,3BDA1b47A3CAD6a,Content Marketing,Inbound,Qualified,2,Open,0,0,0.2,4,Micheal Stevenson,Munoz-Russo
2610,DEdA5002A3C3Be7,Chatbot,Inbound,New Lead,0,Open,0,0,0.0,5,Marc Lynn,Buck-Lynch
2611,1465F7D87dB86DC,Trade Show,Events,New Lead,0,Open,0,0,0.375,6,Bradley Frye,Vang PLC
2612,557243cE9dD0c1E,Cold Email,Outbound,New Lead,0,Open,0,0,0.0,7,April Pratt,Rowe Group
2613,99a8fdba8bC0E8B,Partner Program,Referral / Partner,Re-engagement,1,Open,0,0,0.2143,4,Phillip Arellano,Glenn LLC
2614,6CEFA891cE27Abc,Purchased List,Outbound,Qualified,2,Open,0,0,-0.1556,3,Shawn Powers,"Pierce, Gaines and Ballard"
2615,B3DcCc7fD5C7BEd,Content Marketing,Inbound,Proposal Sent,4,Open,0,0,0.0,6,Malik Mayer,Mercer PLC
2616,68253afeBB8fDBF,Cold Call,Outbound,Proposal Sent,4,Open,0,0,0.0167,7,Geoffrey Lara,David-Ray
2617,eD8296093AFC36f,Social Media,Social Media,Closed Lost,8,Lost,0,1,0.1,6,Bill Valenzuela,Kerr Inc
2618,E949b541CbaB585,Facebook Ads,Paid Ads,Contacted,3,Open,0,0,0.3,8,Wayne Holmes,"Lopez, Velazquez and Duncan"
2619,eCCedab0ff9EfD0,Content Marketing,Inbound,Negotiation,5,Open,0,0,-0.225,4,Nicholas George,"Lambert, Casey and Dunn"
2620,c01b41d9F93daF3,Facebook Ads,Paid Ads,Proposal Sent,4,Open,0,0,0.35,6,Dennis Merritt,"Velasquez, Sandoval and Shannon"
